Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N6600125F0214,2/3/2025,COLSA CORP,1499993.92,MULTI-COMMAND DATA LINK TEST TOOL/ GATEWAY SYSTEMS (DLTT/GS) AND MINI-RACK SUPPORT,N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/3/2025,8/2/2025,2/3/2025,CONT_AWD_N6600125F0214_9700_N6600121D3428_9700,2/3/2025,N66001
N6600125F0328,3/31/2025,SAN DIEGO STATE UNIVERSITY FOUNDATION,79969,DESIGN AND TEST SUPPORT FOR LOW EARTH ORBIT SATELLITE COMMUNICATION PHASED ARRAY ANTENNA,N6600120R0014,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST NO FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,4/1/2025,3/31/2026,3/31/2025,CONT_AWD_N6600125F0328_9700_N6600121D0041_9700,3/31/2025,N66001
N6600125F0455,4/29/2025,COLSA CORP,899999,"UNITED STATES AIR FORCE (USAF) LINK MONITORING AND MANAGEMENT TOOL (LMMT) DATA LINK TEST TOOL (DLTT)/ GATEWAY SYSTEMS (GS) ACQUISITION AND SUPPORT FOR TACTICAL DATA LINK (TDL) PLANNING, ANALYSIS AND MONITORING (PAM)",N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,5/1/2025,4/30/2026,4/29/2025,CONT_AWD_N6600125F0455_9700_N6600121D3428_9700,4/29/2025,N66001
N6600125F0524,5/22/2025,COLSA CORP,1099961.54,MULTI-COMMAND DATA LINK TEST TOOL (DLTT)/GATEWAY SYSTEMS (GS) AND MINI-RACK SUPPORT,N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,5/23/2025,12/31/2025,5/22/2025,CONT_AWD_N6600125F0524_9700_N6600121D3428_9700,5/22/2025,N66001
N6600125F0565,6/2/2025,COLSA CORP,1499996.65,"TACTICAL COMMUNICATIONS ENVIRONMENT SEGMENT (TCES), TEST AND INTEGRATION SUPPORT",N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,6/7/2025,6/30/2026,6/2/2025,CONT_AWD_N6600125F0565_9700_N6600121D3428_9700,6/2/2025,N66001
N6600125F3506,1/22/2025,"KOAM ENGINEERING SYSTEMS, INC.",4305814.57,"TACTICAL SYSTEMS INTEGRATION (TSI) TESTBED SYSTEMS ENGINEERING, COMPUTER SYSTEMS OPERATIONS, TEST SUPPORT, MAINTENANCE & FIELD ENGINEERING, AND NETWORK SYSTEMS IT OPERATIONS SUPPORT SERVICES",N6600124R3520,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,4,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,1/22/2025,2/9/2026,2/28/2025,CONT_AWD_N6600125F3506_9700_N0017819D7983_9700,1/22/2025,N66001
N6660425F3001,12/12/2024,"SEACORP, LLC",13767570,"THIS IS A NAVAL UNDERSEA WARFARE DIVISION NEWPORT CODE 25 UNDERSEA WARFARE COMBAT SYSTEMS REQUIREMENT FOR VIRGINIA CLASS, COLUMBIA CLASS, SSN(X) CLASS, AND SUBMARINE WARFARE FEDERATED TACTICAL SYSTEMS PLATFORM AND SYSTEMS ENGINEERING SERVICES.",N6660424R3018,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,NUWC DIV NEWPORT,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,12/12/2024,12/17/2025,5/15/2025,CONT_AWD_N6660425F3001_9700_N0017819D8623_9700,12/12/2024,N66604
N6660425F3007,3/21/2025,PURVIS SYSTEMS INC,1255556.1,"THE NAVAL UNDERSEA WARFARE CENTER DIVISION, NEWPORT (NUWCDIVNPT) CODE 34 HAS A REQUIREMENT TO PROVIDE INTEGRATED LOGISTIC SUPPORT (ILS), CONFIGURATION MANAGEMENT (CM), MATERIAL SUPPLY MANAGEMENT, AND RECORDS AND DATA MANAGEMENT SERVICES.",N6660423R3010,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,11,COST PLUS FIXED FEE,,NUWC DIV NEWPORT,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/21/2025,3/20/2026,5/21/2025,CONT_AWD_N6660425F3007_9700_N0017819D8361_9700,3/21/2025,N66604
N6660425FG501,5/14/2025,"SEACORP, LLC",161776.5,"SERVICES FOR THE DEVELOPMENT, UPGRADE, AND APPLICATION OF THE EXTENSIVE MARKUP LANGUAGE TEST DATA ANALYSIS TOOL.",N6660424R0728,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NUWC DIV NEWPORT,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,5/14/2025,5/13/2026,5/14/2025,CONT_AWD_N6660425FG501_9700_N6660425DG500_9700,5/14/2025,N66604
N6660425P0045,3/7/2025,FEDSATIZ LIMITED CO,15000,MIL-DTL-24643 COMPLIANCE TESTING SERVICE,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,NUWC DIV NEWPORT,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,PURCHASE ORDER,3/7/2025,5/2/2025,3/7/2025,CONT_AWD_N6660425P0045_9700_-NONE-_-NONE-,3/7/2025,N66604
N6833525C0214,2/4/2025,SHIELD AI INC,637516,SAI BAA CONTRACT,N6833524R0067,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAL AIR WARFARE CTR AIRCRAFT DIV,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2/4/2025,8/31/2025,5/9/2025,CONT_AWD_N6833525C0214_9700_-NONE-_-NONE-,2/4/2025,N68335
N6893625F0186,4/3/2025,RAYTHEON COMPANY,305268.34,AIR COMBAT EFFECTS LIBRARY (ACEL),N6893623R0008,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,4/4/2025,4/3/2027,4/3/2025,CONT_AWD_N6893625F0186_9700_N6893623D0042_9700,4/3/2025,N68936
N6893625F0218,2/18/2025,LOCKHEED MARTIN CORPORATION,2500,CLIN 1 COST MINIMUM GUARANTEE,N6893624R0001,ONLY ONE SOURCE,NOT COMPETED,,COST NO FEE,,NAVAL AIR WARFARE CENTER,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/18/2025,2/17/2026,2/18/2025,CONT_AWD_N6893625F0218_9700_N6893625D0001_9700,2/18/2025,N68936
N6893625F0254,3/7/2025,"CORVID ATEA, LLC",675000,TASK ORDER FOR RANGELYNX INSTRUMENTATION SUPPORT JC2,N6893624R0002,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/5/2025,3/11/2026,5/5/2025,CONT_AWD_N6893625F0254_9700_N6893624D0012_9700,3/7/2025,N68936
N6893625F0264,3/7/2025,RAYTHEON COMPANY,312894.8,DEFENSE ADVANCED RESEARCH AGENCY (DARPA) ARTIFICIAL INTELLIGENCE REINFORCEMENT (AIR),N6893623R0008,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/13/2025,3/12/2026,4/2/2025,CONT_AWD_N6893625F0264_9700_N6893623D0042_9700,3/7/2025,N68936
N6893625F0335,3/27/2025,LOCKHEED MARTIN CORPORATION,2227804.51,CROSSCHECK RISK REDUCTION,N6893624R0001,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/27/2025,11/27/2025,5/22/2025,CONT_AWD_N6893625F0335_9700_N6893625D0001_9700,3/27/2025,N68936
SP470125C0009,10/30/2024,ALKEMIX CORPORATION,1800000,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II PROPOSAL L2 0455 TITLED ""HIGH TEMPERATURE RESISTANT THERMAL PROTECTION FOR RE ENTRY APPLICATIONS"" TENDERED UNDER TOPIC DLA23A-003",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,10/30/2024,10/30/2026,1/13/2025,CONT_AWD_SP470125C0009_9700_-NONE-_-NONE-,10/30/2024,SP4701
SP470125C0010,11/12/2024,"BC TECHNICAL CENTER, LLC",1083741,SBIR PHASE II - BC TECHNICAL CENTER LLC - COMMAND SIGNAL DECODER (CSD) BEARINGS WITH NEW DRY FILM CONFIGURATION - PROPOSAL L2S-0052 - BAA TOPIC DLA171-002,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,11/12/2024,11/12/2025,11/12/2024,CONT_AWD_SP470125C0010_9700_-NONE-_-NONE-,11/12/2024,SP4701
SP470125C0011,12/5/2024,"CEPEDA ASSOCIATES, INC.",894760,"CEPEDA PROPOSAL L20499 TENDERED UNDER TOPIC DLA23.3-P001 TO PERFORM DESIGN EFFORTS, DEVELOP MANUFACTURING PROCESSES, AND DEVELOP TEST EQUIPMENT AND PROCEDURES FOR PRODUCING AND SUPPORTING MULTIPLE FIXTURES INITIALLY DESIGNED BY ELECTRIC BOAT",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/5/2024,12/5/2026,1/13/2025,CONT_AWD_SP470125C0011_9700_-NONE-_-NONE-,12/5/2024,SP4701
SP470125C0012,1/22/2025,NES BEARING CO INC,1398230,"SBIR PHASE II: NES BEARING CO. INC PROPOSAL NUMBER:L2-0502 PROPOSAL TITLE:PHASE I / II PROPOSAL: MULTIPLE BEARING NIIN, B-1 PLATFORM - NES BEARING COMPANY, INC.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,1/22/2025,12/23/2026,1/22/2025,CONT_AWD_SP470125C0012_9700_-NONE-_-NONE-,1/22/2025,SP4701
SP470125C0013,12/23/2024,MATERIALS RESEARCH & DESIGN INC,1925648,MATERIALS RESEARCH & DESIGN: SBIR PHASE II PROPOSAL NUMBER:L2S-0059 PROPOSAL TITLE: HIGH-TEMPERATURE COMPOSITE NOZZLE EXTENSIONS FOR SPACE ACCESS AND PROPULSION TOPIC NUMBER:DLA23A-003,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/23/2024,11/23/2026,12/23/2024,CONT_AWD_SP470125C0013_9700_-NONE-_-NONE-,12/23/2024,SP4701
SP470125C0014,12/10/2024,TALON NICKEL (USA) LLC,2469177,"EMERGENT IV BAA0001-22 AWARD TO TALON NICKEL (USA), LLC TO BUILD A DOMESTIC SUPPLY CHAIN FOR CLEAN ENERGY",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/11/2024,4/30/2026,6/23/2025,CONT_AWD_SP470125C0014_9700_-NONE-_-NONE-,12/10/2024,SP4701
SP470125C0016,12/1/2024,KIHOMAC INC,829167,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II PROPOSAL FOR KIHOMAC, INC. ESTABLISHING C-5 GALAXY STRUCTURAL AND WIRING ASSEMBLIES",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/1/2024,12/1/2026,12/1/2024,CONT_AWD_SP470125C0016_9700_-NONE-_-NONE-,12/1/2024,SP4701
SP470125C0018,11/26/2024,SYBAL CORP,899919.15,"SYBAL PROJECT UNDER WSSP BAA, FOR ESTABLISHING PROOF OF GOVERNANCE (POG) IN THE DOMAIN OF DISPOSITION SERVICES, REVERSE LOGISTICS...",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,11/26/2024,6/30/2025,5/23/2025,CONT_AWD_SP470125C0018_9700_-NONE-_-NONE-,11/26/2024,SP4701
SP470125C0019,12/4/2024,SURMET CORP,999925,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II PROPOSAL L2-0476  TITLED ""DEVELOP AND DEMONSTRATE IMPROVED TRANSPARENT ARMOR FOR ARMY SYSTEMS"" TENDERED UNDER TOPIC DLA23.1-001",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/4/2024,12/4/2026,1/13/2025,CONT_AWD_SP470125C0019_9700_-NONE-_-NONE-,12/4/2024,SP4701
SP470125C0020,12/16/2024,VIBRANT CORP,2089960,SBIR PHASE II: VIBRANT CORP. PROPOSAL NUMBER:L2S-0053 PROPOSAL TITLE:ADVANCED NON-DESTRUCTIVE TESTING IN SUPPORT OF LIFE CYCLE MANAGEMENT FOR WEAPONS SYSTEM COMPONENTS TOPIC NUMBER:AF182-073,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/16/2024,11/16/2026,8/5/2025,CONT_AWD_SP470125C0020_9700_-NONE-_-NONE-,12/16/2024,SP4701
SP470125C0021,12/2/2024,INTELLISENSE SYSTEMS INC,1999862,BRADLEY REVERSE ENGINEERING TO PROCUREMENT SOURCE - SMALL BUSINESS INNOVATIVE RESEARCH (SBIR) II,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/2/2024,12/1/2026,1/21/2025,CONT_AWD_SP470125C0021_9700_-NONE-_-NONE-,12/2/2024,SP4701
SP470125C0022,11/26/2024,"A&B FOUNDRY, LLC",1794653,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II PROPOSAL L2-0478 TITLED ""VERTICALLY INTEGRATED MANUFACTURING PLATFORM TO RAPIDLY MANUFACTURE OBSOLETE AND SPARE PARTS FOR B -2 BOMBER"" TENDERED UNDER TOPIC #DLA231-001",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,11/26/2024,11/26/2026,1/13/2025,CONT_AWD_SP470125C0022_9700_-NONE-_-NONE-,11/26/2024,SP4701
SP470125C0024,12/21/2024,"A&B FOUNDRY, LLC",1794653,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II L2-0487 ENTITLED ""VERTICALLY INTEGRATED MANUFACTURING PLATFORM TO RAPIDLY MANUFACTURE OBSOLETE AND SPARE PARTS"" TENDERED UNDER BAA TOPIC DLA231-001",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/21/2024,12/20/2026,1/13/2025,CONT_AWD_SP470125C0024_9700_-NONE-_-NONE-,12/21/2024,SP4701
SP470125C0025,12/11/2024,ACCENTURE FEDERAL SERVICES LLC,404506.37,"ACCENTURE PROJECT UNDER WSSP BAA, FOR EXPLORATION OF AI/ML TECHNOLOGIES TO ENHANCE VERIFICATION OF VENDOR SUPPLY CHAIN TRACEABILITY DOCUMENTATION...",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/11/2024,6/30/2025,4/30/2025,CONT_AWD_SP470125C0025_9700_-NONE-_-NONE-,12/11/2024,SP4701
SP470125C0026,12/9/2024,"BC TECHNICAL CENTER, LLC",1792453,SBIR II - BC TECHNICAL - SUPPORTING USAF AFMC AFLCMC/WBZ CRITICAL SUPPLY CHAIN FOR B2-SPIRIT ON DX CRITICAL OBSOLESCENCE AND MICAP PARTS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/9/2024,6/9/2026,4/3/2025,CONT_AWD_SP470125C0026_9700_-NONE-_-NONE-,12/9/2024,SP4701
SP470125C0028,12/12/2024,SECUREFOUNDRY INC,1036232,SEMICONDUCTOR DEVICE RECOVERY - SBIR PHASE II,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DCSO PHILADELPHIA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Logistics Agency,DEFINITIVE CONTRACT,12/12/2024,12/11/2025,1/13/2025,CONT_AWD_SP470125C0028_9700_-NONE-_-NONE-,12/12/2024,SP4701
